,Type,Study Region,Contractor,Year,Value,k_labels,colors,Rank
579,Potable Reuse,Southern California,Crestline-Lake Arrowhead Water Agency,2030,3,6,#CCCCFF,273
580,Potable Reuse,Southern California,Desert Water Agency,2030,3,6,#CCCCFF,273
581,Potable Reuse,Southern California,Metropolitan Water District of Southern California,2030,3,6,#CCCCFF,273
582,Potable Reuse,Southern California,Mojave Water Agency,2030,3,6,#CCCCFF,273
583,Potable Reuse,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2030,3,6,#CCCCFF,273
584,Potable Reuse,Southern California,San Bernardino Valley Municipal Water District,2030,3,6,#CCCCFF,273
585,Potable Reuse,Southern California,San Gabriel Valley Municipal Water District,2030,3,6,#CCCCFF,273
586,Potable Reuse,Southern California,San Gorgonio Pass Water Agency,2030,3,6,#CCCCFF,273
587,Potable Reuse,Southern California,Ventura County Watershed Protection District,2030,3,6,#CCCCFF,273
588,Surface,Central Valley - Sacramento Valley,City of Folsom,2035,1,0,#F63366,83
589,Surface,Central Valley - Sacramento Valley,City of Redding,2035,1,0,#F63366,83
590,Surface,Central Valley - Sacramento Valley,City of Roseville,2035,1,0,#F63366,83
591,Surface,Central Valley - Sacramento Valley,City of West Sacramento,2035,1,0,#F63366,83
592,Surface,Central Valley - Sacramento Valley,Yuba City,2035,1,0,#F63366,83
593,Surface,Central Valley - Sacramento Valley,El Dorado Irrigation District,2035,1,0,#F63366,83
594,Surface,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2035,1,0,#F63366,83
595,Surface,Central Valley - Sacramento Valley,Placer County Water Agency,2035,1,0,#F63366,83
596,Surface,Central Valley - Sacramento Valley,Sacramento County Water Agency,2035,1,0,#F63366,83
597,Surface,Central Valley - Sacramento Valley,San Juan Water District,2035,1,0,#F63366,83
598,Surface,Central Valley - Sacramento Valley,Shasta Contractors,2035,1,0,#F63366,83
599,Surface,Central Valley - Sacramento Valley,Solano County Water Agency,2035,1,0,#F63366,83
600,Surface,Central Valley - San Joaquin Valley,City of Avenal,2035,1,0,#F63366,83
601,Surface,Central Valley - San Joaquin Valley,City of Coalinga,2035,1,0,#F63366,83
602,Surface,Central Valley - San Joaquin Valley,City of Fresno,2035,1,0,#F63366,83
603,Surface,Central Valley - San Joaquin Valley,City of Huron,2035,1,0,#F63366,83
604,Surface,Central Valley - San Joaquin Valley,City of Lindsay,2035,1,0,#F63366,83
605,Surface,Central Valley - San Joaquin Valley,City of Orange Cove,2035,1,0,#F63366,83
606,Surface,Central Valley - San Joaquin Valley,City of Tracy,2035,1,0,#F63366,83
607,Surface,Central Valley - San Joaquin Valley,Kern County Water Agency,2035,1,0,#F63366,83
608,Surface,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2035,1,0,#F63366,83
609,Surface,Central Valley - San Joaquin Valley,Stockton-East Water District,2035,1,0,#F63366,83
610,Surface,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2035,1,0,#F63366,83
611,Surface,San Francisco Bay Area,Alameda County Water District,2035,1,0,#F63366,83
612,Surface,San Francisco Bay Area,Contra Costa Water District,2035,1,0,#F63366,83
613,Surface,San Francisco Bay Area,East Bay Municipal Utilities District,2035,1,0,#F63366,83
614,Surface,San Francisco Bay Area,"San Benito County Water District, Zone 6",2035,1,0,#F63366,83
615,Surface,San Francisco Bay Area,Santa Clara Valley Water District,2035,1,0,#F63366,83
616,Surface,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2035,1,0,#F63366,83
617,Surface,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2035,1,0,#F63366,83
618,Surface,Southern California,Antelope Valley-East Kern Water Agency,2035,1,0,#F63366,83
619,Surface,Southern California,Santa Clarita Water Division,2035,1,0,#F63366,83
620,Surface,Southern California,Coachella Valley Water District,2035,1,0,#F63366,83
621,Surface,Southern California,Crestline-Lake Arrowhead Water Agency,2035,1,0,#F63366,83
622,Surface,Southern California,Desert Water Agency,2035,1,0,#F63366,83
623,Surface,Southern California,Metropolitan Water District of Southern California,2035,1,0,#F63366,83
624,Surface,Southern California,Mojave Water Agency,2035,1,0,#F63366,83
625,Surface,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2035,1,0,#F63366,83
626,Surface,Southern California,San Bernardino Valley Municipal Water District,2035,1,0,#F63366,83
627,Surface,Southern California,San Gabriel Valley Municipal Water District,2035,1,0,#F63366,83
628,Surface,Southern California,San Gorgonio Pass Water Agency,2035,1,0,#F63366,83
629,Surface,Southern California,Ventura County Watershed Protection District,2035,1,0,#F63366,83
630,Groundwater,Central Valley - Sacramento Valley,City of Folsom,2035,2,1,#2BB1BB,
631,Groundwater,Central Valley - Sacramento Valley,City of Redding,2035,2,1,#2BB1BB,
632,Groundwater,Central Valley - Sacramento Valley,City of Roseville,2035,2,1,#2BB1BB,
633,Groundwater,Central Valley - Sacramento Valley,City of West Sacramento,2035,2,1,#2BB1BB,
634,Groundwater,Central Valley - Sacramento Valley,Yuba City,2035,2,1,#2BB1BB,
635,Groundwater,Central Valley - Sacramento Valley,El Dorado Irrigation District,2035,2,1,#2BB1BB,
636,Groundwater,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2035,2,1,#2BB1BB,
637,Groundwater,Central Valley - Sacramento Valley,Placer County Water Agency,2035,2,1,#2BB1BB,
638,Groundwater,Central Valley - Sacramento Valley,Sacramento County Water Agency,2035,2,1,#2BB1BB,
639,Groundwater,Central Valley - Sacramento Valley,San Juan Water District,2035,2,1,#2BB1BB,
640,Groundwater,Central Valley - Sacramento Valley,Shasta Contractors,2035,2,1,#2BB1BB,
641,Groundwater,Central Valley - Sacramento Valley,Solano County Water Agency,2035,2,1,#2BB1BB,
642,Groundwater,Central Valley - San Joaquin Valley,City of Avenal,2035,2,1,#2BB1BB,
643,Groundwater,Central Valley - San Joaquin Valley,City of Coalinga,2035,2,1,#2BB1BB,
644,Groundwater,Central Valley - San Joaquin Valley,City of Fresno,2035,2,1,#2BB1BB,
645,Groundwater,Central Valley - San Joaquin Valley,City of Huron,2035,2,1,#2BB1BB,
646,Groundwater,Central Valley - San Joaquin Valley,City of Lindsay,2035,2,1,#2BB1BB,
647,Groundwater,Central Valley - San Joaquin Valley,City of Orange Cove,2035,2,1,#2BB1BB,
648,Groundwater,Central Valley - San Joaquin Valley,City of Tracy,2035,2,1,#2BB1BB,
649,Groundwater,Central Valley - San Joaquin Valley,Kern County Water Agency,2035,2,1,#2BB1BB,
650,Groundwater,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2035,2,1,#2BB1BB,
651,Groundwater,Central Valley - San Joaquin Valley,Stockton-East Water District,2035,2,1,#2BB1BB,
652,Groundwater,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2035,2,1,#2BB1BB,
653,Groundwater,San Francisco Bay Area,Alameda County Water District,2035,2,1,#2BB1BB,
654,Groundwater,San Francisco Bay Area,Contra Costa Water District,2035,2,1,#2BB1BB,
655,Groundwater,San Francisco Bay Area,East Bay Municipal Utilities District,2035,2,1,#2BB1BB,
656,Groundwater,San Francisco Bay Area,"San Benito County Water District, Zone 6",2035,2,1,#2BB1BB,
657,Groundwater,San Francisco Bay Area,Santa Clara Valley Water District,2035,2,1,#2BB1BB,
658,Groundwater,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2035,2,1,#2BB1BB,
659,Groundwater,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2035,2,1,#2BB1BB,
660,Groundwater,Southern California,Antelope Valley-East Kern Water Agency,2035,2,1,#2BB1BB,
661,Groundwater,Southern California,Santa Clarita Water Division,2035,2,1,#2BB1BB,
662,Groundwater,Southern California,Coachella Valley Water District,2035,2,1,#2BB1BB,
663,Groundwater,Southern California,Crestline-Lake Arrowhead Water Agency,2035,2,1,#2BB1BB,
664,Groundwater,Southern California,Desert Water Agency,2035,2,1,#2BB1BB,
665,Groundwater,Southern California,Metropolitan Water District of Southern California,2035,2,1,#2BB1BB,
666,Groundwater,Southern California,Mojave Water Agency,2035,2,1,#2BB1BB,
667,Groundwater,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2035,2,1,#2BB1BB,
668,Groundwater,Southern California,San Bernardino Valley Municipal Water District,2035,2,1,#2BB1BB,
669,Groundwater,Southern California,San Gabriel Valley Municipal Water District,2035,2,1,#2BB1BB,
670,Groundwater,Southern California,San Gorgonio Pass Water Agency,2035,2,1,#2BB1BB,
671,Groundwater,Southern California,Ventura County Watershed Protection District,2035,2,1,#2BB1BB,
672,Desalination,Central Valley - Sacramento Valley,City of Folsom,2035,3,2,#22466B,
673,Desalination,Central Valley - Sacramento Valley,City of Redding,2035,3,2,#22466B,
674,Desalination,Central Valley - Sacramento Valley,City of Roseville,2035,3,2,#22466B,
675,Desalination,Central Valley - Sacramento Valley,City of West Sacramento,2035,3,2,#22466B,
676,Desalination,Central Valley - Sacramento Valley,Yuba City,2035,3,2,#22466B,
677,Desalination,Central Valley - Sacramento Valley,El Dorado Irrigation District,2035,3,2,#22466B,
678,Desalination,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2035,3,2,#22466B,
679,Desalination,Central Valley - Sacramento Valley,Placer County Water Agency,2035,3,2,#22466B,
680,Desalination,Central Valley - Sacramento Valley,Sacramento County Water Agency,2035,3,2,#22466B,
681,Desalination,Central Valley - Sacramento Valley,San Juan Water District,2035,3,2,#22466B,
682,Desalination,Central Valley - Sacramento Valley,Shasta Contractors,2035,3,2,#22466B,
683,Desalination,Central Valley - Sacramento Valley,Solano County Water Agency,2035,3,2,#22466B,
684,Desalination,Central Valley - San Joaquin Valley,City of Avenal,2035,3,2,#22466B,
685,Desalination,Central Valley - San Joaquin Valley,City of Coalinga,2035,3,2,#22466B,
686,Desalination,Central Valley - San Joaquin Valley,City of Fresno,2035,3,2,#22466B,
687,Desalination,Central Valley - San Joaquin Valley,City of Huron,2035,3,2,#22466B,
688,Desalination,Central Valley - San Joaquin Valley,City of Lindsay,2035,3,2,#22466B,
689,Desalination,Central Valley - San Joaquin Valley,City of Orange Cove,2035,3,2,#22466B,
690,Desalination,Central Valley - San Joaquin Valley,City of Tracy,2035,3,2,#22466B,
691,Desalination,Central Valley - San Joaquin Valley,Kern County Water Agency,2035,3,2,#22466B,
692,Desalination,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2035,3,2,#22466B,
693,Desalination,Central Valley - San Joaquin Valley,Stockton-East Water District,2035,3,2,#22466B,
694,Desalination,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2035,3,2,#22466B,
695,Desalination,San Francisco Bay Area,Alameda County Water District,2035,3,2,#22466B,
696,Desalination,San Francisco Bay Area,Contra Costa Water District,2035,3,2,#22466B,
697,Desalination,San Francisco Bay Area,East Bay Municipal Utilities District,2035,3,2,#22466B,
698,Desalination,San Francisco Bay Area,"San Benito County Water District, Zone 6",2035,3,2,#22466B,
699,Desalination,San Francisco Bay Area,Santa Clara Valley Water District,2035,3,2,#22466B,
700,Desalination,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2035,3,2,#22466B,
701,Desalination,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2035,3,2,#22466B,
702,Desalination,Southern California,Antelope Valley-East Kern Water Agency,2035,3,2,#22466B,
703,Desalination,Southern California,Santa Clarita Water Division,2035,3,2,#22466B,
704,Desalination,Southern California,Coachella Valley Water District,2035,3,2,#22466B,
705,Desalination,Southern California,Crestline-Lake Arrowhead Water Agency,2035,3,2,#22466B,
706,Desalination,Southern California,Desert Water Agency,2035,3,2,#22466B,
707,Desalination,Southern California,Metropolitan Water District of Southern California,2035,3,2,#22466B,
708,Desalination,Southern California,Mojave Water Agency,2035,3,2,#22466B,
709,Desalination,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2035,3,2,#22466B,
710,Desalination,Southern California,San Bernardino Valley Municipal Water District,2035,3,2,#22466B,
711,Desalination,Southern California,San Gabriel Valley Municipal Water District,2035,3,2,#22466B,
712,Desalination,Southern California,San Gorgonio Pass Water Agency,2035,3,2,#22466B,
713,Desalination,Southern California,Ventura County Watershed Protection District,2035,3,2,#22466B,
714,Stormwater Capture,Central Valley - Sacramento Valley,City of Folsom,2035,1,3,#FF7F50,
715,Stormwater Capture,Central Valley - Sacramento Valley,City of Redding,2035,1,3,#FF7F50,
716,Stormwater Capture,Central Valley - Sacramento Valley,City of Roseville,2035,1,3,#FF7F50,
717,Stormwater Capture,Central Valley - Sacramento Valley,City of West Sacramento,2035,1,3,#FF7F50,
718,Stormwater Capture,Central Valley - Sacramento Valley,Yuba City,2035,1,3,#FF7F50,
719,Stormwater Capture,Central Valley - Sacramento Valley,El Dorado Irrigation District,2035,1,3,#FF7F50,
720,Stormwater Capture,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2035,1,3,#FF7F50,
721,Stormwater Capture,Central Valley - Sacramento Valley,Placer County Water Agency,2035,1,3,#FF7F50,
722,Stormwater Capture,Central Valley - Sacramento Valley,Sacramento County Water Agency,2035,1,3,#FF7F50,
723,Stormwater Capture,Central Valley - Sacramento Valley,San Juan Water District,2035,1,3,#FF7F50,
724,Stormwater Capture,Central Valley - Sacramento Valley,Shasta Contractors,2035,1,3,#FF7F50,
725,Stormwater Capture,Central Valley - Sacramento Valley,Solano County Water Agency,2035,1,3,#FF7F50,
726,Stormwater Capture,Central Valley - San Joaquin Valley,City of Avenal,2035,1,3,#FF7F50,
727,Stormwater Capture,Central Valley - San Joaquin Valley,City of Coalinga,2035,1,3,#FF7F50,
728,Stormwater Capture,Central Valley - San Joaquin Valley,City of Fresno,2035,1,3,#FF7F50,
729,Stormwater Capture,Central Valley - San Joaquin Valley,City of Huron,2035,1,3,#FF7F50,
730,Stormwater Capture,Central Valley - San Joaquin Valley,City of Lindsay,2035,1,3,#FF7F50,
731,Stormwater Capture,Central Valley - San Joaquin Valley,City of Orange Cove,2035,1,3,#FF7F50,
732,Stormwater Capture,Central Valley - San Joaquin Valley,City of Tracy,2035,1,3,#FF7F50,
733,Stormwater Capture,Central Valley - San Joaquin Valley,Kern County Water Agency,2035,1,3,#FF7F50,
734,Stormwater Capture,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2035,1,3,#FF7F50,
735,Stormwater Capture,Central Valley - San Joaquin Valley,Stockton-East Water District,2035,1,3,#FF7F50,
736,Stormwater Capture,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2035,1,3,#FF7F50,
737,Stormwater Capture,San Francisco Bay Area,Alameda County Water District,2035,1,3,#FF7F50,
738,Stormwater Capture,San Francisco Bay Area,Contra Costa Water District,2035,1,3,#FF7F50,
739,Stormwater Capture,San Francisco Bay Area,East Bay Municipal Utilities District,2035,1,3,#FF7F50,
740,Stormwater Capture,San Francisco Bay Area,"San Benito County Water District, Zone 6",2035,1,3,#FF7F50,
741,Stormwater Capture,San Francisco Bay Area,Santa Clara Valley Water District,2035,1,3,#FF7F50,
742,Stormwater Capture,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2035,1,3,#FF7F50,
743,Stormwater Capture,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2035,1,3,#FF7F50,
744,Stormwater Capture,Southern California,Antelope Valley-East Kern Water Agency,2035,1,3,#FF7F50,
745,Stormwater Capture,Southern California,Santa Clarita Water Division,2035,1,3,#FF7F50,
746,Stormwater Capture,Southern California,Coachella Valley Water District,2035,1,3,#FF7F50,
747,Stormwater Capture,Southern California,Crestline-Lake Arrowhead Water Agency,2035,1,3,#FF7F50,
748,Stormwater Capture,Southern California,Desert Water Agency,2035,1,3,#FF7F50,
749,Stormwater Capture,Southern California,Metropolitan Water District of Southern California,2035,1,3,#FF7F50,
750,Stormwater Capture,Southern California,Mojave Water Agency,2035,1,3,#FF7F50,
751,Stormwater Capture,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2035,1,3,#FF7F50,
752,Stormwater Capture,Southern California,San Bernardino Valley Municipal Water District,2035,1,3,#FF7F50,
753,Stormwater Capture,Southern California,San Gabriel Valley Municipal Water District,2035,1,3,#FF7F50,
754,Stormwater Capture,Southern California,San Gorgonio Pass Water Agency,2035,1,3,#FF7F50,
755,Stormwater Capture,Southern California,Ventura County Watershed Protection District,2035,1,3,#FF7F50,
756,Contractual Transfers,Central Valley - Sacramento Valley,City of Folsom,2035,2,4,#DFFF00,
757,Contractual Transfers,Central Valley - Sacramento Valley,City of Redding,2035,2,4,#DFFF00,
758,Contractual Transfers,Central Valley - Sacramento Valley,City of Roseville,2035,2,4,#DFFF00,
759,Contractual Transfers,Central Valley - Sacramento Valley,City of West Sacramento,2035,2,4,#DFFF00,
760,Contractual Transfers,Central Valley - Sacramento Valley,Yuba City,2035,2,4,#DFFF00,
761,Contractual Transfers,Central Valley - Sacramento Valley,El Dorado Irrigation District,2035,2,4,#DFFF00,
762,Contractual Transfers,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2035,2,4,#DFFF00,
763,Contractual Transfers,Central Valley - Sacramento Valley,Placer County Water Agency,2035,2,4,#DFFF00,
764,Contractual Transfers,Central Valley - Sacramento Valley,Sacramento County Water Agency,2035,2,4,#DFFF00,
765,Contractual Transfers,Central Valley - Sacramento Valley,San Juan Water District,2035,2,4,#DFFF00,
766,Contractual Transfers,Central Valley - Sacramento Valley,Shasta Contractors,2035,2,4,#DFFF00,
767,Contractual Transfers,Central Valley - Sacramento Valley,Solano County Water Agency,2035,2,4,#DFFF00,
768,Contractual Transfers,Central Valley - San Joaquin Valley,City of Avenal,2035,2,4,#DFFF00,
769,Contractual Transfers,Central Valley - San Joaquin Valley,City of Coalinga,2035,2,4,#DFFF00,
770,Contractual Transfers,Central Valley - San Joaquin Valley,City of Fresno,2035,2,4,#DFFF00,
771,Contractual Transfers,Central Valley - San Joaquin Valley,City of Huron,2035,2,4,#DFFF00,
772,Contractual Transfers,Central Valley - San Joaquin Valley,City of Lindsay,2035,2,4,#DFFF00,
773,Contractual Transfers,Central Valley - San Joaquin Valley,City of Orange Cove,2035,2,4,#DFFF00,
774,Contractual Transfers,Central Valley - San Joaquin Valley,City of Tracy,2035,2,4,#DFFF00,
775,Contractual Transfers,Central Valley - San Joaquin Valley,Kern County Water Agency,2035,2,4,#DFFF00,
776,Contractual Transfers,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2035,2,4,#DFFF00,
777,Contractual Transfers,Central Valley - San Joaquin Valley,Stockton-East Water District,2035,2,4,#DFFF00,
778,Contractual Transfers,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2035,2,4,#DFFF00,
779,Contractual Transfers,San Francisco Bay Area,Alameda County Water District,2035,2,4,#DFFF00,
780,Contractual Transfers,San Francisco Bay Area,Contra Costa Water District,2035,2,4,#DFFF00,
781,Contractual Transfers,San Francisco Bay Area,East Bay Municipal Utilities District,2035,2,4,#DFFF00,
782,Contractual Transfers,San Francisco Bay Area,"San Benito County Water District, Zone 6",2035,2,4,#DFFF00,
783,Contractual Transfers,San Francisco Bay Area,Santa Clara Valley Water District,2035,2,4,#DFFF00,
784,Contractual Transfers,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2035,2,4,#DFFF00,
785,Contractual Transfers,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2035,2,4,#DFFF00,
786,Contractual Transfers,Southern California,Antelope Valley-East Kern Water Agency,2035,2,4,#DFFF00,
787,Contractual Transfers,Southern California,Santa Clarita Water Division,2035,2,4,#DFFF00,
788,Contractual Transfers,Southern California,Coachella Valley Water District,2035,2,4,#DFFF00,
789,Contractual Transfers,Southern California,Crestline-Lake Arrowhead Water Agency,2035,2,4,#DFFF00,
790,Contractual Transfers,Southern California,Desert Water Agency,2035,2,4,#DFFF00,
791,Contractual Transfers,Southern California,Metropolitan Water District of Southern California,2035,2,4,#DFFF00,
792,Contractual Transfers,Southern California,Mojave Water Agency,2035,2,4,#DFFF00,
793,Contractual Transfers,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2035,2,4,#DFFF00,
794,Contractual Transfers,Southern California,San Bernardino Valley Municipal Water District,2035,2,4,#DFFF00,
795,Contractual Transfers,Southern California,San Gabriel Valley Municipal Water District,2035,2,4,#DFFF00,
796,Contractual Transfers,Southern California,San Gorgonio Pass Water Agency,2035,2,4,#DFFF00,
797,Contractual Transfers,Southern California,Ventura County Watershed Protection District,2035,2,4,#DFFF00,
798,Recycling,Central Valley - Sacramento Valley,City of Folsom,2035,3,5,#6495ED,
799,Recycling,Central Valley - Sacramento Valley,City of Redding,2035,3,5,#6495ED,
800,Recycling,Central Valley - Sacramento Valley,City of Roseville,2035,3,5,#6495ED,
801,Recycling,Central Valley - Sacramento Valley,City of West Sacramento,2035,3,5,#6495ED,
802,Recycling,Central Valley - Sacramento Valley,Yuba City,2035,3,5,#6495ED,
803,Recycling,Central Valley - Sacramento Valley,El Dorado Irrigation District,2035,3,5,#6495ED,
804,Recycling,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2035,3,5,#6495ED,
805,Recycling,Central Valley - Sacramento Valley,Placer County Water Agency,2035,3,5,#6495ED,
806,Recycling,Central Valley - Sacramento Valley,Sacramento County Water Agency,2035,3,5,#6495ED,
807,Recycling,Central Valley - Sacramento Valley,San Juan Water District,2035,3,5,#6495ED,
808,Recycling,Central Valley - Sacramento Valley,Shasta Contractors,2035,3,5,#6495ED,
809,Recycling,Central Valley - Sacramento Valley,Solano County Water Agency,2035,3,5,#6495ED,
810,Recycling,Central Valley - San Joaquin Valley,City of Avenal,2035,3,5,#6495ED,
811,Recycling,Central Valley - San Joaquin Valley,City of Coalinga,2035,3,5,#6495ED,
812,Recycling,Central Valley - San Joaquin Valley,City of Fresno,2035,3,5,#6495ED,
813,Recycling,Central Valley - San Joaquin Valley,City of Huron,2035,3,5,#6495ED,
814,Recycling,Central Valley - San Joaquin Valley,City of Lindsay,2035,3,5,#6495ED,
815,Recycling,Central Valley - San Joaquin Valley,City of Orange Cove,2035,3,5,#6495ED,
816,Recycling,Central Valley - San Joaquin Valley,City of Tracy,2035,3,5,#6495ED,
817,Recycling,Central Valley - San Joaquin Valley,Kern County Water Agency,2035,3,5,#6495ED,
818,Recycling,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2035,3,5,#6495ED,
819,Recycling,Central Valley - San Joaquin Valley,Stockton-East Water District,2035,3,5,#6495ED,
820,Recycling,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2035,3,5,#6495ED,
821,Recycling,San Francisco Bay Area,Alameda County Water District,2035,3,5,#6495ED,
822,Recycling,San Francisco Bay Area,Contra Costa Water District,2035,3,5,#6495ED,
823,Recycling,San Francisco Bay Area,East Bay Municipal Utilities District,2035,3,5,#6495ED,
824,Recycling,San Francisco Bay Area,"San Benito County Water District, Zone 6",2035,3,5,#6495ED,
825,Recycling,San Francisco Bay Area,Santa Clara Valley Water District,2035,3,5,#6495ED,
826,Recycling,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2035,3,5,#6495ED,
827,Recycling,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2035,3,5,#6495ED,
828,Recycling,Southern California,Antelope Valley-East Kern Water Agency,2035,3,5,#6495ED,
829,Recycling,Southern California,Santa Clarita Water Division,2035,3,5,#6495ED,
830,Recycling,Southern California,Coachella Valley Water District,2035,3,5,#6495ED,
831,Recycling,Southern California,Crestline-Lake Arrowhead Water Agency,2035,3,5,#6495ED,
832,Recycling,Southern California,Desert Water Agency,2035,3,5,#6495ED,
833,Recycling,Southern California,Metropolitan Water District of Southern California,2035,3,5,#6495ED,
834,Recycling,Southern California,Mojave Water Agency,2035,3,5,#6495ED,
835,Recycling,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2035,3,5,#6495ED,
836,Recycling,Southern California,San Bernardino Valley Municipal Water District,2035,3,5,#6495ED,
837,Recycling,Southern California,San Gabriel Valley Municipal Water District,2035,3,5,#6495ED,
838,Recycling,Southern California,San Gorgonio Pass Water Agency,2035,3,5,#6495ED,
839,Recycling,Southern California,Ventura County Watershed Protection District,2035,3,5,#6495ED,
840,Potable Reuse,Central Valley - Sacramento Valley,City of Folsom,2035,3,6,#CCCCFF,
841,Potable Reuse,Central Valley - Sacramento Valley,City of Redding,2035,3,6,#CCCCFF,
842,Potable Reuse,Central Valley - Sacramento Valley,City of Roseville,2035,3,6,#CCCCFF,
843,Potable Reuse,Central Valley - Sacramento Valley,City of West Sacramento,2035,3,6,#CCCCFF,
844,Potable Reuse,Central Valley - Sacramento Valley,Yuba City,2035,3,6,#CCCCFF,
845,Potable Reuse,Central Valley - Sacramento Valley,El Dorado Irrigation District,2035,3,6,#CCCCFF,
846,Potable Reuse,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2035,3,6,#CCCCFF,
847,Potable Reuse,Central Valley - Sacramento Valley,Placer County Water Agency,2035,3,6,#CCCCFF,
848,Potable Reuse,Central Valley - Sacramento Valley,Sacramento County Water Agency,2035,3,6,#CCCCFF,
849,Potable Reuse,Central Valley - Sacramento Valley,San Juan Water District,2035,3,6,#CCCCFF,
850,Potable Reuse,Central Valley - Sacramento Valley,Shasta Contractors,2035,3,6,#CCCCFF,
851,Potable Reuse,Central Valley - Sacramento Valley,Solano County Water Agency,2035,3,6,#CCCCFF,
852,Potable Reuse,Central Valley - San Joaquin Valley,City of Avenal,2035,3,6,#CCCCFF,
853,Potable Reuse,Central Valley - San Joaquin Valley,City of Coalinga,2035,3,6,#CCCCFF,
854,Potable Reuse,Central Valley - San Joaquin Valley,City of Fresno,2035,3,6,#CCCCFF,
855,Potable Reuse,Central Valley - San Joaquin Valley,City of Huron,2035,3,6,#CCCCFF,
856,Potable Reuse,Central Valley - San Joaquin Valley,City of Lindsay,2035,3,6,#CCCCFF,
857,Potable Reuse,Central Valley - San Joaquin Valley,City of Orange Cove,2035,3,6,#CCCCFF,
858,Potable Reuse,Central Valley - San Joaquin Valley,City of Tracy,2035,3,6,#CCCCFF,
859,Potable Reuse,Central Valley - San Joaquin Valley,Kern County Water Agency,2035,3,6,#CCCCFF,
860,Potable Reuse,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2035,3,6,#CCCCFF,
861,Potable Reuse,Central Valley - San Joaquin Valley,Stockton-East Water District,2035,3,6,#CCCCFF,
862,Potable Reuse,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2035,3,6,#CCCCFF,
863,Potable Reuse,San Francisco Bay Area,Alameda County Water District,2035,3,6,#CCCCFF,
864,Potable Reuse,San Francisco Bay Area,Contra Costa Water District,2035,3,6,#CCCCFF,
865,Potable Reuse,San Francisco Bay Area,East Bay Municipal Utilities District,2035,3,6,#CCCCFF,
866,Potable Reuse,San Francisco Bay Area,"San Benito County Water District, Zone 6",2035,3,6,#CCCCFF,
867,Potable Reuse,San Francisco Bay Area,Santa Clara Valley Water District,2035,3,6,#CCCCFF,
868,Potable Reuse,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2035,3,6,#CCCCFF,
869,Potable Reuse,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2035,3,6,#CCCCFF,
870,Potable Reuse,Southern California,Antelope Valley-East Kern Water Agency,2035,3,6,#CCCCFF,
871,Potable Reuse,Southern California,Santa Clarita Water Division,2035,3,6,#CCCCFF,
872,Potable Reuse,Southern California,Coachella Valley Water District,2035,3,6,#CCCCFF,
873,Potable Reuse,Southern California,Crestline-Lake Arrowhead Water Agency,2035,3,6,#CCCCFF,
874,Potable Reuse,Southern California,Desert Water Agency,2035,3,6,#CCCCFF,
