Variable,Contractor,2025,2030,2035,2040,2045,Notes
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Shasta Contractors,390.0779437,390.0779437,393.4699258,396.8619079,400.25389,Sacramento Valley
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Solano County Water Agency,390.0779437,390.0779437,393.4699258,396.8619079,400.25389,Sacramento Valley
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Avenal,407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Coalinga,407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Fresno,366.3340688,366.3340688,660.6827394,955.0314099,1249.38008,Friant Service Area
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Huron,407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Lindsay,366.3340688,366.3340688,660.6827394,955.0314099,1249.38008,Friant Service Area
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Orange Cove,366.3340688,366.3340688,660.6827394,955.0314099,1249.38008,Friant Service Area
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Tracy,407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Kern County Water Agency Improvement District No 4,407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Other Friant-Kern M&I Contractors,366.3340688,366.3340688,660.6827394,955.0314099,1249.38008,Friant Service Area
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Stockton-East Water District,407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),"Alameda County Flood Control and Water Conservation District, Zone 7",407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Alameda County Water District,407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Contra Costa Water District,407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),East Bay Municipal Utilities District,407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),"San Benito County Water District, Zone 6",407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Santa Clara Valley Water District,407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Luis Obispo County Flood Control & Water Conservation District,407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Santa Barbara County Flood Control & Water Conservation District,407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Antelope Valley-East Kern Water Agency,407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Santa Clarita Water Division,407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Coachella Valley Water District,407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Crestline-Lake Arrowhead Water Agency,407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Desert Water Agency,407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Metropolitan Water District of Southern California,407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Mojave Water Agency,407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Palmdale Water District & Littlerock Creek Irrigation District,407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Bernardino Valley Municipal Water District,407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Gabriel Valley Municipal Water District,407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Gorgonio Pass Water Agency,407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
Critically Dry Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Ventura County Watershed Protection District,407.0378543,407.0378543,669.3511381,931.664422,1193.977706,Delta Export
